Username,Review Number,Title,Text,Date,Rating,Rating,Rating,Rating,Rating
Donald M,57 reviews,"Great Service, Great Food",We were having a hard time finding good food in Rome. We walked in to check it out... Turns out they have awesome food and service to boot!!! The Beef in Ale is to die for...,Date of visit: June 2014,,4,,,
scoopy2scoops,17 reviews,Best pub in Rome,"Best traditional pub in Rome (believe me we tried them all). Great beer, large, air conditioned and free WiFi. Great for watching sports or just cooling off after a days sight seeing",,5,,,,
Kristen950,25 reviews,"Great service, great atmosphere, great air conditioning!",We ended up stopping in here a few times in the early evening for drinks and to watch the World Cup (get there early if you want to watch an important game).  The staff was wonderful and it was great people watching/mingling.  A pint of...More,Date of visit: June 2014,5,,,,
Te Huna M,8 reviews,Friendly atmosphere,Was good to go somewhere you know what your going to get. Friendly and Relaxing enjoying familiar surrounds.,Date of visit: July 2014,5,,,,
Driscella,9 reviews,A welcoming oasis in the heat and madness of Rome,"Rated 5 for the whole experience (the food I would rate as good). 
Thank God for the Scholars Lounge, particularly the very welcoming Australian bartender (can't recall his name but he is from Melbourne and was studying or had studied photography in Rome but he...More",Date of visit: June 2014,5,,,,
Dimitris K,629 reviews,An original Irish pub in the heart of Rome.,"Genuine Irish decoration, atmosphere, style and great choices of beers and food. the staff is friendly and helpful, the prices are quiet logical, the tvs are always connected with different sport channels worldwide and the final result is excellent! look for this pub day or...More",Date of visit: June 2014,,4,,,
Louise E,6 reviews,Home away from home,"Great place to meet other ex-pats and travellers.There is something for everybody of all different age groups and interests. This is definitely my favourite bar in Rome for watching sports, as they show almost everything and the atmosphere is great. There is a younger scene...More",Date of visit: June 2014,5,,,,
muckychar,37 reviews,Well earned beer!,After walking the sights for hours this place is perfect! Air conditioned and great atmosphere!  would highly recommend to anyone visiting rome!,,,4,,,
mariafriz,2 reviews,Ireland in Italy,"My wife and I enjoyed a perfectly poured pint Guinness.  For lunch , we had some sandwiches, hit the spot.  Great craic, was had by all.",,5,,,,
McChief,36 reviews,Pub Food and a Pint,"There are more than a few Irish pubs in Rome, but the Scholar's Lounge had all of the necessary hallmarks of authenticity.  Irish dishes, like Beef in Guinness are on the menu along with Italian and American offerings.  Our waiter was from Ireland, studying in...More",Date of visit: October 2013,,4,,,
comisar,17 reviews,"Good location, nice service","The Irish pub is located in the center of Rome, the atmosphere is very nice, with very good music. We've tried all sorts of beer, with fried chips, nachos and we've had a very nice time in this place during our vacation!",Date of visit: June 2014,5,,,,
CabJax58,31 reviews,Great pub!,Very pleased with an afternoon stop.  Friendly people and felt very welcomed.  As one should in an Irish pub.,Date of visit: June 2014,,4,,,
Mrsbasom,51 reviews,An Irish Pub in the Eternal City,"We went to this pub whilst on our honeymoon. We were on our way to the Spanish Steps, but my husband got distracted by all of the street sign/adverts regarding this pub. And, he had a hankering for a Guinness. So, I appeased him. Well,...More",Date of visit: May 2014,,,3,,
Madmick15,25 reviews,Great Sports Bar.,This is the place to go to catch the match if you happen to be on holidays in Rome. It doesn't matter what sport you follow as they will be showing it on one of the many screens they have. A good atmosphere and good...More,Date of visit: April 2014,5,,,,
sarahsV4872EJ,2 reviews,American party scene,"Cool atmosphere. Very American. Great if youre studying abroad in Rome and want a taste of home.
Pitchers are under 20 and they will give ya a discount if you are a student. Good deal with friends. 
Pretty male dominant when we went, but thats...More",,,4,,,
Natasja A,1 review,"We wanted to get a drink before dinner, but ended up staying the entire evening.","It was a pure coinsidence that we walked by this Irish pub, but the BEST coinsidence of our trip. They have a great selection og drinks and beer and once we came inside, we just couldn't leave again. So after looking at the delicious food...More",Date of visit: May 2014,5,,,,
Clarkeyh,43 reviews,Went all that way to drink in an Irish Bar,"Was a brilliant find & we went back all 3 days. My partner likes his real ale & wanted something other than Peroni, so we stopped in for some Irish Craft beer. Lots of different sports being shown on multiple tvs. Ate here on the...More",Date of visit: May 2014,,4,,,
tylerr31,4 reviews,Just stopped in,"A touch of home in a far off place. It's always nice to stop into the Irish anywhere in the work for a break. 
Nice place for a pint!",,5,,,,
Victoria D,1 review,Birthday party,"It was one of my favourite places to come, before I did my birthday party there. 
I loved the place before, because it is the only pub where I feel the international atmosphere and that is why I decided to make my birthday party there,...More",Date of visit: May 2014,,,,,1
TBF57,37 reviews,Good food and drink,"Friendly service, good hearty meals and wide selection of beers and a cider. Most pints 6euro. Try the Beef in Guiness or Mamas Irish stew, at 12 euro each. Good servings.",Date of visit: April 2014,5,,,,
Farmerdan6,29 reviews,"Great food, Good atmosphere","3 of us ate here last weekend and I had the Cod and Mash, and one of my companions had the Guinness Beef.  Excellent food, and the wait staff tried very hard to accommodate us, as one was in a wheel chair.",Date of visit: April 2014,5,,,,
Ros1943,362 reviews,Great Atmosphere,Went in during out visit to Rome to watch the Liverpool v Man City game. Excellent venue for watching a game and great atmosphere. Staff were really good and although we did not have anything to eat the food looked great.  Fact that Liverpool won...More,,,4,,,
Diane B,69 reviews,Mid-town haven!,"We ate here a couple of times for lunch, and it revived us for more sightseeing!   In particular, Mamie's Irish Stew was very good.  Nice pub, friendly staff, plenty of good food to eat.",Date of visit: March 2014,5,,,,
lac1983,118 reviews,Great for a drink,"Normally, I steer clear of Irish/British themed pubs abroad, but made an exception here as wanted somewhere to rest en route to elsewhere. Didn't eat, but beer very good. Very friendly staff, and great atmosphere. Loved the booths!!",Date of visit: March 2014,,4,,,
Juan65491,2 reviews,Eat the Tacoosss!!!!!!,"Tacos are amazing! They have a big sort of beers for all the tastes as well, and after 11:30, I don't really know what happens, but the atmosphere becomes crazy!. When there are Rugby games it is really crowd, so if you don't like it,...More",Date of visit: March 2014,,4,,,
XPAT,9 reviews,Rugby Weekend,"A friend came across this bar as it was very near to our hotel, we didn't eat here but the Guinness was very good! Its a great place with lots going on and a 'free coach up to the match' on rugby days.....",Date of visit: March 2014,,4,,,
Breach21,162 reviews,Great Irish style pub,Superior selection and good fresh drafts. Very easy to stop in for a pint and enjoy the ambiance. Nice booths as well clean and open,,5,,,,
Arald1970,45 reviews,A reaaly nice place,"We bumped into this place and loved it from the moment we stepped in. A nice decor, great beer and whiskey selection, nice atmosphere and really nice and friendly staff. If you like soccer you can follow all the big games at this place. We...More",Date of visit: March 2014,5,,,,
939meganw,3 reviews,Great Pub,"It was a great English speaking pub! They had American karaoke some nights(Which my classmates loved) and live bands almost every weekend I was there. The drink were great and not too pricey! If you're there studying for school, bring your student ID because they...More",Date of visit: January 2014,5,,,,
gemmasaur,3 reviews,Great irish pub,"Spent a week in Rome as we were going to the Italy v Scotland 6 Nations game. Stopped in here to watch the other games of the weekend, it was very busy and couldn't get a seat when the games were on - but the...More",Date of visit: February 2014,,4,,,
StephoGreco,168 reviews,very nice bar,nice sports bar situated near piazza venezia with good food and beer. ideal for a rest after an exhausting day.not cheap though for low budget travelers,Date of visit: February 2014,5,,,,
Savvas H,2 reviews,Very nice bar,"Very nice bar with beers and coffee, nice environment with tv's, in a very nice spot at the center of rome",,5,,,,
Jimmcg1980,77 reviews,This place has everything,"Best bar in Rome by a mile. Has everything - excellent staff, food, etc. Last time I was there the place was a lot smaller and the new bigger building is an improvement. Quiz run by a nice London fella Kevin is great craic, karakoke...More",,5,,,,
chris s,39 reviews,a brilliant Irish bar,college friends and I were in the bar nearly everyday  when we were in Rome. The atmosphere was outstanding and most of their staff were Irish. The food was amazing here and cheap as well. Very happy with this bar and would recommend Scholars to...More,Date of visit: February 2014,5,,,,
ERNIE M,351 reviews,A touch of the Irish...in Rome,"When in Rome...go to an Irish Pub. I know it sounds strange but after many plates of pasta, pizza and wine, sometimes you crave pie, chips and Guinness. After the brusqueness of Italians the warm friendly staff where a treat. As was the great pub...More",Date of visit: January 2014,,4,,,
133jamc,12 reviews,Rugby spirit!,Watched Wales vs Ireland 6 nations match here. (Wales had a humiliating defeat boooo£ Food amazing. So much for around ?10. Dont order extra chips as everyone around us did. No one finished their plates. Spirit relatively lively.,,,4,,,
toffee26,96 reviews,Good find,"We visited this place during a night where there were quite a few matches being shown. There was great atmosphere and plenty to watch as they have Sky Sports and BT Sports channels.
Drinks are slightly overpriced compared to local pubs but we enjoyed the...More",Date of visit: January 2014,,4,,,
yankeeinwilmingtonnc,30 reviews,Good enough atmosphere but absolutely terrible food,My wife and I stopped in for lunch today sincere wanted to get out of the rain and sit down for a nice lunch somewhere. I like a good Irish pub and this place checked all the boxes for atmosphere--contemporary Irish music such as Chieftains...More,Date of visit: January 2014,,,,2,
Swisslady84,210 reviews,Always worth a visit!,"Meet nice peoples from around the world to sing, drink and laugh together. For example at the absolutly legendary karaoke night. We miss you!",,5,,,,
Ianto M,2 reviews,Like finding out that Santa Claus isn't real..,"That's how going here felt, I grew up in Wales and toured my fair share of Irish pubs but this was a far cry from anything me or my mates have been accustomed to.. the door staff in particular were absolute bell ends who deserve...More",Date of visit: January 2014,,,,,1
iplaywithfire,8 reviews,by far best irish pub in rome.,"easy to locate, amazing food, amazing atmosphere, impresive drink selection. i went here on a monday not expecting much having already been other disspointing pubs. great mood the secound i walked in, wooden floor, bar dim lighting, classic bob segar playing just loud enough to...More",,5,,,,
DMcC27b,94 reviews,"""Scholars"" & Gentle(wo)man","Arrived at this pub to watch Ulster playing rugby as other ""Irish"" pub had English football on!  When we came in we found a snug (booth) and there was a TV screen showing Leinster playing.  We asked if there was any chance of turning over...More",Date of visit: December 2013,5,,,,
BaldyO,102 reviews,Good pub in Rome,"We went here on New Year's eve. Luckily we got seats at the bar and service for the night was very easy. The staff were all good and helpful, music was good and generally a very nice bar.",Date of visit: December 2013,,4,,,
Shay F,7 reviews,Just for the music & Drinks,"We wanted to have some nice dinner before the New Year eve. 
The service was bad! 
The food (Burger) was horrible!
And something didnt add up in the bill, but we just wanted to leave so we didnt take the chance to understand (for the...More",,,,,2,
tyna c,5 reviews,the best pub,We visited Rome for a week to celebrate our 26nd wedding anniversary. this is the best pub in town.I would go here again if I am in Rome.,Date of visit: November 2013,5,,,,
kevint71,12 reviews,excellent!!!,this is the best pub in town and genuinely irish too. the staff are always very friendly and helpful and the food is high quality. i thouroughly recommend it to everyone visiting the eternal city.,Date of visit: December 2013,5,,,,
devanna90,44 reviews,too big and too boring,"There is just no atmosphere, been to many Irish pubs around Europe and this was probably the worst. Its too big a pub it feels like you are in a function room, music is miserable.  Don't get me wrong it is a student pub and...More",Date of visit: November 2013,,,,2,
Niklas A,54 reviews,Friendly staff!,Went here with a friend to watch a football game and have a few beers. They were showing several football games but not the one we wanted to see so we streamed it from a laptop instead. One member of the staff saw that and...More,Date of visit: October 2013,,4,,,
AssuRu,25 reviews,Strongly Irish atmosphere,I love this Irish pub so much that every time I travel to Rome I cannot do anything but go there to drink a pint of Guinness and feel like I am in Ireland. The staff speaks in English first and only in a second...More,Date of visit: November 2013,,4,,,
Nana_JP,386 reviews,"Even for ""old"" girls this is a fun place with great food","My friends and I are eating here often.  The food is good--especially the Irish Breakfast--which is available all day and the wait staff are friendly and efficient.  We've tried the fish and mash, chili con carne, salads and nachos and we are happy with everything....More",Date of visit: November 2013,5,,,,
CiaranLynch,4 reviews,"Great Food, Drink and all the sport in the world!!!",Right in the heart of Rome this really is a nice break from the hustle and bustle of tourist attractions and street vendors. The food is very reasonably priced and for the centre of Rome the beer is good value. You need to check out...More,Date of visit: November 2013,5,,,,
dave h,2 reviews,Good for football.,"Friendly, English-speaking bar staff and hearty grub, and plenty of big screens for sports fans. They have a list of games they are showing on a board outside. I saw Arsenal v Dortmund here on 6th November, kick-off 8.45. For Champions League games, especially if...More",Date of visit: November 2013,,4,,,
Ollybobbles,27 reviews,Scholars Lounge - where it all went down,"After spending a great day doing the sights, we chanced upon a little bar by the name of The Scholars Lounge and decided that the time was right for a wee drink (or 6 as it happened) The staff are fantastic and the beer was...More",Date of visit: November 2013,5,,,,
Scott8147,"1,089 reviews",nice change of pace in Rome,We had passed by here several times before we decided it was time to try something different in Rome.  We both had an excellent lunch. My wife got the fish and chips and I got some type of Irish stew (which was perfect).  The beer...More,Date of visit: October 2013,,4,,,
Mary C,30 reviews,Felt like I was in Ireland,"After walking all around Rome we saw this pub. I was hot, tired and thirsty so we went in. I am not a beer drinker, but I enjoyed the one I had and the service was fairly fast. The waitress was very friendly and, when...More",Date of visit: October 2013,,4,,,
jabbott,61 reviews,Truly Irish?? Your kidding me. It's a fake and a rip off.,These places really irritate me as do some of the deluded punters who genuinely feel this is a traditional Irish pub in the heart of Rome. It's nothing like an Irish pub. It's a pretend one playing an Irish CD. They don't even put a...More,Date of visit: October 2013,,,,2,
BeckyGR619,53 reviews,We were happy to find this place,During a recent trip to Rome we were having to find this place while on tour of the city. We easily located that and found the right bus to take us back to that area. The staff was friendly and helpful and there was an...More,,5,,,,
Linda F,80 reviews,Truly Irish in the middle of Rome!,"After two weeks in Italy, we were happy to find this Irish Pub with Irish Grub!!!  Pints of Guinness and American and Irish Football...This is a great place..and we've been to many pubs in all of Ireland and USA!",Date of visit: September 2013,5,,,,
Plappy,6 reviews,Great Food,"Loving place with free wifi, great HUGE meals and good atmosphere... Friendly staff and nice coffee... We ate and even had enough leftovers to feed the homeless that's how big the meals were...",Date of visit: October 2013,5,,,,
KingpinCambridge,12 reviews,Fantastic night of football and great live music,Myself and my 2 friends had a fantastic night at the Scholars Lounge on October 11th. Our main reason for going there was to watch the England world cup qualifying game and we were pleasantly surprised to find a busy pub showing several of the...More,Date of visit: October 2013,5,,,,
Farnooshp,19 reviews,Real Irish Pub,"Awesome Real Irish Pub, Night life in the Heart of Rome
If u wanna party in Rome I recommend Scholars 
Great atmosphere and friendly people, great live music,good fun, friendly and helpful Irish staff
This location is 5 mins from the colosseum and open till...More",Date of visit: August 2013,,4,,,
Vts828,1 review,Awful Experience,Tried Scholars for the same reason most visitors seem to: trying go find a break from the pizza/pasta offered by most restaurants in Rome. We saw that reviews were mostly positive but our experience was the opposite. We visited on a Sunday evening and the...More,,,,,,1
cathleenw920,162 reviews,Excellent food.,"Each time we go to Rome we go to the Scholars Lounge. Very nice pub, good atmosphere and you are always going to meet up with other tourist. Food is very good and plentiful. Good value for money. Big screen TV's in both rooms of...More",Date of visit: September 2013,,4,,,
giuante08,1 review,Not how it seems,"We went to scholars lounge with the purpose of having a meal, but the only result was that it took over 30 min just to let us know if they had a free table or not, and when we finally got the table they said...More",,,,,,1
gd144,35 reviews,Home from Home,"We stumbled upon Scholars pub while looking for another place. We were glad we did,my husband could see most of the games(soccer) he wanted and I could listen to some great music afterwards. The staff are Irish, very friendly and efficient. The patrons of this...More",Date of visit: September 2013,5,,,,
cathym2003,20 reviews,"Excellent - well worth a visit, especially if your Irish","Found this to be a lovely bar.  Staff were very friendly, food was lovely and the prices were reasonable.  Once staff heard your accent they would start a conversation about home immediately.  What stands this bar out from the other Irish Bars is that all...More",Date of visit: September 2013,5,,,,
stormcooper,25 reviews,"Great food, good atmosphere","We spent three days in Rome and the pub was recommended by the Eurocamp reps on our camp site. They had Irish beer on tap as well as local beer. We had a few meals there and on the first one, we struggled to eat...More",Date of visit: September 2013,5,,,,
JanetteB919,100 reviews,Good honest  food at a reasonable price..,I was in Rome the weekend 13-16 September and having eaten either pasta or pizza most of the time I was looking for a bit of what I call 'proper' food. On the rainy Sunday afternoon our party went into Scholars Lounge and found exactly...More,Date of visit: September 2013,,4,,,
wanderlyway,5 reviews,Happening spot! Great party place.,"Was in Rome for a wedding and went here for the day after party. Had a great time. Good music (live), great pizza. Despite some shortfalls the barstaff were very patient for which I would like to commend them. I'm sure some of us drunken...More",Date of visit: October 2012,,4,,,
PaulDeperson,29 reviews,"Awesome Pub/Night life, IDK about the food!","I only been here at night (More than million times lol), an amazing place to party until late in Rome, Awesome songs, Karaoke,  Fun and Most def Awesome friendly staff, IDK about the food here, I might try it one day. so If u wanna...More",Date of visit: March 2013,5,,,,
lorna l,28 reviews,Great eating in Rome,"Scholars is an Irish run pub/restaurant in the centre of Rome. It is very close to the 'Tomb for the unknown soldier' one of the largest and most beautiful landmarks in Rome. 
          Scholars offers down to earth good grub and the portions are very large....More",Date of visit: September 2013,5,,,,
210GuyL,65 reviews,Mediocre,"Just finishing dinner here.   Other than the fact that it's different from the very boring menu most Roman restaurants have, there is nothing to recommend it. 
They serve Cesar salad with oil and vinegar, what more can I say... 
I will not return nor would...More",Date of visit: September 2013,,,3,,
saljrma,26 reviews,For when you get bored of continental style bars..,"After many days in Italy it was nice to be able to visit somewhere more like a traditional pub where the menu doesn't just consist of pizza and pasta. The food we did have, however, (burrito and a burger) was low priced but absolutely awful....More",Date of visit: August 2013,,4,,,
Kaz-Ash,29 reviews,Good fun.,"Irish sports bar. Cheap beer (by Rome standards), cheap food and big portions. Good fun, friendly and helpful Irish staff.",Date of visit: August 2013,,4,,,
abdulasha,4 reviews,Great irish pub in the centre of Rome,"It's atmospheric, crowdy and noisy, the way irish pub has to be. Live music, friendly people, loved it. Prices are not too cheap but OK. We tried different drinks, all were great.",Date of visit: August 2013,5,,,,
pebblefonn,5 reviews,"Amazing food, great atmosphere","First time in Rome and we were lucky enough to find this place 5 mins from the colosseum metro. Food was plentiful and good value for money and the service was attentive and very positive. Great atmosphere, great music and gq
ood mix of clientele....More",Date of visit: August 2013,5,,,,
Vahid R,9 reviews,A Simple Choice,"I used to go to this place a lot, nice atmosphere, always full of noisy people (specially during champions leagues matches), staff are very good, the food is good and in total a good choice for a night out.",Date of visit: September 2012,,4,,,
David B,2 reviews,The most authentic Irish bar in Rome,"I just came back from a five day trip to rome and found this the best Irish/British bar in the city, by far the most authentic.  The atmosphere was brilliant and the staff were really friendly and hard working.  On one occassion, the bar maid...More",Date of visit: August 2013,5,,,,
Thomo61,316 reviews,Excellent Irish bar - good food and beer choice,"What a great place in central Rome.  Well worth a visit. Good staff, food and beer choice.  We went twice.",Date of visit: August 2013,5,,,,
Geraldina S,21 reviews,Doors open at 11:00 but you can not order food!!!!,"We arrived exactly when they opened the place. We were told we could not order food until 11:30, although the MENU and the signs on the door says they OPEN and SERVE food at 11:00am.
The food was not too bad although they do not...More",Date of visit: August 2013,,,,2,
Lcbut,4 reviews,What a find!!,"Walking through the rome heat, we stumbled on this place and had some COLD beer and HOT wings. Being in here reminds us of our irish pubs back in our canadian province of Newfoundland. With the music playing and the sports being displayed on the...More",,5,,,,
80Kevin,60 reviews,Pleasant surprise,"After walking miles going round the principal sites in 36 degree heat, we felt we just had to go inside for a pint of Guinness - and lovely it was too! The (mostly) Irish staff were friendly and helpful, and the food was great and...More",Date of visit: July 2013,5,,,,
Travel2Lightly,91 reviews,Love this place,We stopped in here for lunch one day and we fell in love.  You feel like you have been transported from the busy hot touristy streets of Rome to a lovely Irish Pub.  Our server was also from Ireland and that was a wonderful surprise...More,Date of visit: July 2013,,4,,,
863AnnaH,12 reviews,Rad place to stumble onto.,"Really great beer variety, the bartenders are really nice despite being so slammed. Ours was a complete sweetheart and she even remembered us the second night we went in.",,5,,,,
Misterpaul_b,65 reviews,Very good pub and great food,"We visited Scholars on a trip to Rome in December, what a lovely Irish pub. Nice friendly staff, decent beer, good service and great food!!
We had chicken wings for a starter then a mahoosive plate of nachos, mmmmm they were great!
Lots of screens...More",Date of visit: December 2012,5,,,,
David W,7 reviews,Best value in Rome,We spent 4 days in Rome exploring the many sites and restaurants in the city.  As we were walking betweeh site we found this wonderful restaurant.  The service was great.  Friendly staff with great Irish accents.  There were an abundance of large screen TV's showing...More,Date of visit: May 2013,5,,,,
S M,16 reviews,An Insider's Perspective,"I actually wrote the following review a couple of days ago for another travel site. I think there is more than one perspective to see things in life. This one is mine and I'd like for others to see it.
""Welcome to Scholars! - an...More",Date of visit: February 2013,,4,,,
Roissen,74 reviews,Good Irish and American fare,I went in and asked for take out. Even though they don't do a lot of take out business they were able to accommodate me. The cheeseburgers made our American teens happy. good pub food. I enjoyed a Smithy while waiting.  The bartender recommended some...More,Date of visit: June 2013,,4,,,
Dee B,1 review,Don't know how to scramble an egg??!,Decided instead of getting breakfast in the hotel we would take a trip here for full Irish...big mistake. When we order the breakfast I asked could I have scrambled eggs rather than fried waitress said no but then we asked her to check with chef...More,Date of visit: June 2013,,,,,1
johnnychips,220 reviews,Good,"Nice place for a pint, pleasant service and good location.  No time for food in the afternoon, but enjoyed watching sport.",Date of visit: May 2013,,4,,,
Sean D,1 review,Respite in Rome,"On the beautiful walk from St. Peter's to the Colosseum there is a respite, an oasis from the mad traffic and frenetic queuing and walking and heat and people...
Get into the Scholars' Lounge Irish bar and meet the Irish staff...
Highly recommended: the chilli...More",Date of visit: May 2013,5,,,,
Ndakwar,277 reviews,"Great Irish pub, excellent staff!!","Personally I love the Irish atmosphere, I love to drink guiness, and I love the music they play is these places. But insipte of my feeling, it would be a crime to review this place with less than 4 badges.
The place is huge, there...More",,5,,,,
Jay K,15 reviews,Gone downhill,"I've been to this place many times in the past and it was alright. Nowadays it's an Irish bar in all but name only. It's all American sports on all the tv's, and there are lots of them. Though it catering to its main customers....More",Date of visit: November 2012,,,,,1
DarrenByrne,9 reviews,Julius O'Caesar drank here..,"The Top place to drink or eat or catch a live gig in Rome. (Seriously the Live music is the best!!) And you never know who'll be there. You might share the place with a full Irish wedding party,  a troop of Swiss guards, the...More",Date of visit: May 2013,5,,,,
Thegeordies40,119 reviews,Great Irish Bar - Cider pricey,"Visited in the heat of the afternoon and it was an oasis of cool air.
Felt like a real Irish bar in dubin - with great background music & plenty of screens to watch various football matches.
Spotlessly clean premises with friendly efficient staff.
Facilities...More",Date of visit: May 2013,,4,,,
Michael T,17 reviews,Beer and Beatles Tribute band.,"We stopped by here after dinner on a Friday night. 
There was a Beatles tribute band playing. 
Bought stout for a bout 6 EU per pint. 
Fun place for a beer.",Date of visit: April 2013,,,3,,
Stefan S,17 reviews,"Adequate food, no service","I have never been ignored like this by the serving staff. Even getting a menu and ordering was difficult. The place was not busy, and I don't think we gave a reason to not be wanted, but they gave us the distinct feeling we were...More",Date of visit: May 2013,,,,,1
Julie L,3 reviews,Great Place,After 2 weeks traveling through Italy we felt we needed some good 'non Italian' food. This place was just perfect - good English food at an excellent price and the staff were so friendly. The atmosphere was great - we got to enjoy some rugby...More,Date of visit: May 2013,,4,,,
Spradebass,36 reviews,Pretty good,"This place checks many of the right boxes: Sports on TV, wi-fi, newspapers, good food for a bar, speedy service. If you need a place to sit down and watch a game of football, or bring your laptop for some work, you can do far...More",Date of visit: April 2013,,4,,,
CarlM4,10 reviews,Home away from Home.. From a true Irish person!,"Myself and my wife went on a 5 night trip to Rome and on arriving there we were directed towards Scholars for food and drink by a Friend of ours who lives/works in Rome. 
We weren't to be disappointed! 
We were greeted by both Irish...More",Date of visit: January 2013,5,,,,
Zack A,7 reviews,Awesome place,Favorite bar when I studied abroad in Rome. Went there all the time. They always have something going on. Loved the karaoke and quizzo. Can't wait to go back the next time I'm in Rome!,Date of visit: May 2012,5,,,,
oliviarose9,11 reviews,Great english speaking/sports pub,We came here hoping to watch the cardiff football game and staff were very friendly and helpful. They put the game on the tv which we asked for. We only tried the nachos but they were very large portion and very tasty. We were first...More,Date of visit: April 2013,,4,,,
megtaylor10,145 reviews,Irish Pub in Rome!,This Irish American found a great Irish pub in the center of Rome. Guiness of course & other beverages. Saw some Irish lads there enjoying beer & chips. Fun place!,Date of visit: March 2013,,4,,,
mam02,47 reviews,Great food,"Ate there twice, both times the food was very large portions. good seating area. TV screens everywhere showing different sports. Would recommend a visit there.",Date of visit: April 2013,,4,,,
goodykt,13 reviews,Proper good grub,"Fab food, good beer and great atmosphere. Big portions and good quality. Been twice in a week and was worth the hours walk.",Date of visit: April 2013,5,,,,
Vicky_Greece_90,11 reviews,something non Italian in Rome,"If you want to eat something else than pizza or pasta it's the place that you should visit! Also has many beers! It's a touristic place, even though it doesn't seem one. During our visit in Rome we went there 3 times, the second there...More",Date of visit: March 2013,,4,,,
christosmd,29 reviews,Don't miss it,I have been in the Scholars Lounge various times and will surely go agian the next time I visit Rome. The prices are fair and the cold beer is much appreciated (especially the summer when the city is boiling hot. The only downside is the...More,Date of visit: December 2012,5,,,,
AngieHarbs,13 reviews,A Great Pub,"Fantastic service and great staff. Great atmosphere, especially with the sports. Very relaxing and excellent food and drink.",Date of visit: March 2013,5,,,,
Lauri A,26 reviews,Had a great time here,Came here in November during trip to Rome and was great! Great bartender behind the bar a lovely Irish guy but forgotten his name :-/ Had some free shots for boyfriends birthday and a good laugh will be stopping by again on next trip to...More,Date of visit: November 2012,5,,,,
grumblebums,36 reviews,Cod nothing more than a crumbed pattie,The menu looked great and it seemed a cosy Irish pub but food was a disaster. As a fish eating vegetarian I ordered the fried cod and mash with salad for 11 Euro. When it arrived I was suspicious that it came in two 'formed'...More,Date of visit: March 2013,,,,,1
JTadeo R,22 reviews,Terrific spot to relax after a long day of sightseeing,"I've come to realize I'm a huge enthusiast of Irish Pubs and Scholars Lounge is one of the nicest I've come across with. The variety of drinks on tap is excellent and they have an interesting range of cocktails.
The service might be slow if...More",Date of visit: January 2013,,4,,,
KrzysztofR_13,31 reviews,Very nice Irish atmosphere,"Very nice irish pub. Good localisation - just by Piazza Venezia.
The food was ok. They had guiness beer.
The staff was very friendly and it even shows up they speak Polish :)
The pub is big it has 2 floors it has two differents...More",Date of visit: March 2013,5,,,,
James1527,50 reviews,Lots of fun,This place has an especially friendly competent staff.  It is very big compared with it's competition so the atmosphere unfortunately is less intimate and more like an American style sports bar.  Once a week they have Karaoke and many of the local John Cabot students...More,Date of visit: February 2013,,4,,,
-fun-fun-fun-3-,1 review,Irish atmosphere in a great city:),"Went to rome in january this year with my boyfriend (20-22) .. We stumbled upon scholars for food one day and decided to go back the next night for a 'quiet drink' walked in place packed, pumping, what started as a quiet one resulted in...More",,5,,,,
Redfoxpen,86 reviews,A Tale of Two Pubs,"We went to this Irish Bar near the Piazza Venezia on 3 occasions during our recent stay in Rome. We went in the pub at 2pm one day and 5pm another day. On these occasions the bar had a great, relaxing atmosphere. It was fairly...More",Date of visit: February 2013,5,,,,
Snorflat,8 reviews,Tantalising!,"Scholar's has to be the best bar in the universe. For me it is everything that a bar ought to be: an amazing drinks selection, starring the most diverse range of whiskeys, but almost more importantly; the atmosphere as soon as you enter that makes...More",,5,,,,
Torid112,16 reviews,Leave your Italian at the door!,"This place is awesome! It was nice to get away from the Italian hustle and bustle for a quick beer. The staff are really nice and helpful. They only speak English, which was no problem with us since we only speak English! Having traveled to...More",Date of visit: February 2013,5,,,,
Paul C,1 review,A good place to rest tired feet after doing the touristy bit!,"I was recommended this pub by an ex-pat whom I met in another bar, and upon visiting Scholars on several occasions in the second week of February, I found the staff friendly and helpful. There's many screens showing different sporting events, karaoke, live bands, hot...More",Date of visit: February 2013,,4,,,
Maurizio1986,4 reviews,BEST KARAOKE,The best place in Rome where you can find and meet people from all over the world and have a good time. KARAOKE by Morìz is one of the best night at Scholars where you can sing like a real rock star with a proper...More,Date of visit: February 2013,5,,,,
Deiwos24,13 reviews,One of the Best Bars in Rome,"This is a great place to go for a few drinks and a fun night out! Plenty of locals come here, along with bunches of tourists. Karaoke 3 nights a week, with a great party vibe. All the staff are very friendly and speak english,...More",Date of visit: February 2013,5,,,,
Isobel P,1 review,When in Rome...,"Stopped in the Scholars Lounge when we got lost in Rome.. It was warm and inviting, with a great atmosphere. Only meant to stay for one drink while we got our bearings but ended up staying for the pub quiz which was really good fun!...More",Date of visit: February 2013,5,,,,
dpaufler,134 reviews,always drop in,I always drop in to the Scholars Lounge when in Rome. Not sure how that happens but the location between the river and main attractions puts makes the location excellent. The Scholars is home to some huge projection TVs for the sporting event of the...More,Date of visit: February 2013,5,,,,
Gaolong,33 reviews,Poor service,It says 'Irish' on the door but apart from the Guinness and 'Black and Tan' it's not really clear how the name can be justified.  It's realy more of an American sports bar with loads of screens showing various channels.  We just nipped in for...More,Date of visit: December 2012,,,,2,
